"photo-13279251_310050414";"http://cs302703.vk.me/v302703826/6d54/uJICbGIDl2E.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Рыжий";"Ботинки Timberland";1500;;" 36-46";"Рыжий";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050445";"http://cs302703.vk.me/v302703826/6d9c/VtXiXN7aGS4.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Синий";"Ботинки Timberland";1500;;" 36-46";"Синий";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050449";"http://cs302703.vk.me/v302703826/6da4/k5Eds_U8aLM.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Синий";"Ботинки Timberland";1500;;" 36-46";"Синий";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_314439804";"http://cs411426.vk.me/v411426826/caba/DmEGDzwZGAs.jpg";"Timberland<br/>Цена: 1230 грн., на меху цена: 1400 грн<br/>Акц. цена: без меха 1049 грн., с мехом 1120 грн.<br/>Размеры: 35 - 47<br/>Материал: натуральный нубук<br/><br/>TB10001 без меха <br/>TB10004 с мехом";"Timberland";1230;;" 35 - 47";"TB10004 с мехом";"<h1>Timberland</h1><br/><b>Акц. цена:</b> без меха 1049 грн., с мехом 1120 грн.<br/><b>Материал:</b> натуральный нубук<br/><br/>TB10001 без меха <br/>";"Missing ID;"
"photo-13279251_310050450";"http://cs302703.vk.me/v302703826/6dac/TpTgEa0Vwa0.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Белый";"Ботинки Timberland";1500;;" 36-46";"Белый";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050453";"http://cs302703.vk.me/v302703826/6db4/N3wGXRoTcB8.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Белый";"Ботинки Timberland";1500;;" 36-46";"Белый";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050456";"http://cs302703.vk.me/v302703826/6dbc/Bz8ASmo1eLM.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Белый+Черный";"Ботинки Timberland";1500;;" 36-46";"Белый+Черный";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050460";"http://cs302703.vk.me/v302703826/6dc4/OQZQ1ynqIRM.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-46<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Белый+Черный";"Ботинки Timberland";1500;;" 36-46";"Белый+Черный";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050467";"http://cs302703.vk.me/v302703826/6dcc/xi7RQ3kAI8o.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-40<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Розовый";"Ботинки Timberland";1500;;" 36-40";"Розовый";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050470";"http://cs302703.vk.me/v302703826/6dd4/MPUYwLQMQ0c.jpg";"Ботинки Timberland<br/>Цена: 1500 грн.<br/>Размеры: 36-40<br/>Материал: нубук, подошва полиуретан<br/>Сезон: демисезонные <br/>Унисекс<br/>TB10001 <br/>Розовый";"Ботинки Timberland";1500;;" 36-40";"Розовый";"<h1>Ботинки Timberland</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> демисезонные <br/>Унисекс<br/>TB10001 <br/>";"Missing ID;"
"photo-13279251_310050475";"http://cs302703.vk.me/v302703826/6ddc/_N2Y8vmQdlo.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Рыжий";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Рыжий";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050482";"http://cs302703.vk.me/v302703826/6de4/ILKSVHw-6xY.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Рыжий";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Рыжий";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050483";"http://cs302703.vk.me/v302703826/6dec/yWfx-a4DA_0.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Коричневый";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Коричневый";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050488";"http://cs302703.vk.me/v302703826/6df4/CcxDUDFGngM.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Коричневый";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Коричневый";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050490";"http://cs302703.vk.me/v302703826/6dfc/Fv0awsGIyNs.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Черный";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Черный";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050493";"http://cs302703.vk.me/v302703826/6e04/Fnq6Aw9wmGg.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Черный";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Черный";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050495";"http://cs302703.vk.me/v302703826/6e0c/U4d6YP0gFis.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Белый";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Белый";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050496";"http://cs302703.vk.me/v302703826/6e14/_9ezbvGJ8bY.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Белый";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Белый";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050500";"http://cs302703.vk.me/v302703826/6e1c/_pQmbxj5R58.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Синий";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Синий";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050505";"http://cs302703.vk.me/v302703826/6e24/EuQ3KrN8g58.jpg";"Ботинки Timberland с заворотом<br/>Цена: 1700 грн.<br/>Размеры: 35 - 47<br/>Материал: нубук, подошва полиуретан<br/>Сезон: весна, лето, осень<br/>Унисекс<br/>TB10002<br/>Синий";"Ботинки Timberland с заворотом";1700;"TB10002";" 35 - 47";"Синий";"<h1>Ботинки Timberland с заворотом</h1><br/><b>Материал:</b> нубук, подошва полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>Унисекс<br/>";""
"photo-13279251_310050593";"http://cs302703.vk.me/v302703826/6eb4/Ww2Tsu6OV5A.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";;"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310050598";"http://cs302703.vk.me/v302703826/6ebc/EdBd92glCm4.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Рыжий";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Рыжий";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050600";"http://cs302703.vk.me/v302703826/6ec4/1xBgq89ECh4.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Рыжий";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Рыжий";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050604";"http://cs302703.vk.me/v302703826/6ecc/Eea17eNGQDI.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Коричневый";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Коричневый";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050608";"http://cs302703.vk.me/v302703826/6ed4/9LLEZXso-EE.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Черный+Белый";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Черный+Белый";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050613";"http://cs302703.vk.me/v302703826/6edc/zsddm_uQrPE.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Синий";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Синий";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050619";"http://cs302703.vk.me/v302703826/6ee4/X8yprrJOhWg.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Белый";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Белый";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050621";"http://cs302703.vk.me/v302703826/6eec/S72r0G7GWSY.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Белый";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Белый";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050626";"http://cs302703.vk.me/v302703826/6ef4/_lXfkm-H_lY.jpg";"Ботинки Timberland с заворотом на меху<br/>Цена: 1540 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10003<br/>Белый";"Ботинки Timberland с заворотом на меху";1540;"TB10003";" 36 - 46";"Белый";"<h1>Ботинки Timberland с заворотом на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050635";"http://cs302703.vk.me/v302703826/6f04/hAxEPdvpmms.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050639";"http://cs302703.vk.me/v302703826/6f0c/zdfgDdcIzLI.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050646";"http://cs302703.vk.me/v302703826/6f14/ZckR9QhtEoI.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050650";"http://cs302703.vk.me/v302703826/6f1c/ZemibfxPW24.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий замша";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий замша";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050653";"http://cs302703.vk.me/v302703826/6f24/RKmr8P10vyA.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий замша";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий замша";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_310050659";"http://cs302703.vk.me/v302703826/6f2c/Q2Tp2Lldr3w.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Рыжий замша";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Рыжий замша";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_317139161";"http://cs311718.vk.me/v311718826/6598/BuDX9EPecLM.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Коричневый";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Коричневый";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_317139164";"http://cs311718.vk.me/v311718826/65a1/yisC8OKoB1Q.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Коричневый";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Коричневый";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
"photo-13279251_317139167";"http://cs311718.vk.me/v311718826/65aa/nc5tLHkewBc.jpg";"Ботинки Timberland на меху<br/>Цена: 1600 грн.<br/>Размеры: 36 - 46<br/>Материал: нубук, подошва полиуретан, мех искст.<br/>Сезон: осень, зима<br/>Унисекс<br/>TB10004<br/>Коричневый";"Ботинки Timberland на меху";1600;"TB10004";" 36 - 46";"Коричневый";"<h1>Ботинки Timberland на меху</h1><br/><b>Материал:</b> нубук, подошва полиуретан, мех искст.<br/><b>Сезон:</b> осень, зима<br/>Унисекс<br/>";""
