"photo-13279251_310420416";"http://cs408520.vk.me/v408520826/3869/R4Q0mvQdikY.jpg";"Свитшот 3D с котиком<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10001";"Свитшот 3D с котиком";545;"SW10001";" S, M, L, XL";;"<h1>Свитшот 3D с котиком</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420439";"http://cs408520.vk.me/v408520826/3919/ljsZFg56pTI.jpg";"Свитшот 3D с бургером<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10012";"Свитшот 3D с бургером";545;"SW10012";" S, M, L, XL";;"<h1>Свитшот 3D с бургером</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420428";"http://cs408520.vk.me/v408520826/38c9/6PB5CPS36Qs.jpg";"Свитшот Mr. Gugu 3D с попкормом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10013";"Свитшот Mr. Gugu 3D с попкормом";545;"SW10013";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с попкормом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420429";"http://cs408520.vk.me/v408520826/38d1/N8pcIQ4v5JI.jpg";"Свитшот Mr. Gugu 3D с конфетками<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10014";"Свитшот Mr. Gugu 3D с конфетками";545;"SW10014";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с конфетками</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420430";"http://cs408520.vk.me/v408520826/38d9/f_JPkIVdEwU.jpg";"Свитшот Mr. Gugu 3D с рисом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10015";"Свитшот Mr. Gugu 3D с рисом";545;"SW10015";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с рисом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420431";"http://cs408520.vk.me/v408520826/38e1/nGH2gIG7Tgs.jpg";"Свитшот Mr. Gugu 3D с совой<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10016";"Свитшот Mr. Gugu 3D с совой";545;"SW10016";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с совой</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420432";"http://cs408520.vk.me/v408520826/38e9/5DEW1aUbVjc.jpg";"Свитшот Mr. Gugu 3D с псом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10017";"Свитшот Mr. Gugu 3D с псом";545;"SW10017";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с псом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420434";"http://cs408520.vk.me/v408520826/38f1/IJyTrgZRFGQ.jpg";"Свитшот Mr. Gugu 3D с леопардом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10018";"Свитшот Mr. Gugu 3D с леопардом";545;"SW10018";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с леопардом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_312180897";"http://cs424621.vk.me/v424621826/9171/umKj-v_AfjM.jpg";"Свитшот 3D Mr. Gugu с леопардом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10019";"Свитшот 3D Mr. Gugu с леопардом";545;"SW10019";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с леопардом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420435";"http://cs408520.vk.me/v408520826/38f9/g61DFMuD7pc.jpg";"Свитшот 3D Mr. Gugu с котом в очках<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10020";"Свитшот 3D Mr. Gugu с котом в очках";545;"SW10020";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с котом в очках</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420436";"http://cs408520.vk.me/v408520826/3901/u5c28NM6Ams.jpg";"Свитшот 3D Mr. Gugu с морским пейзажем<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10021";"Свитшот 3D Mr. Gugu с морским пейзажем";545;"SW10021";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с морским пейзажем</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420437";"http://cs408520.vk.me/v408520826/3909/H8anLVbztvw.jpg";"Свитшот 3D Mr. Gugu с тремя женщинами<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10022";"Свитшот 3D Mr. Gugu с тремя женщинами";545;"SW10022";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с тремя женщинами</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420438";"http://cs408520.vk.me/v408520826/3911/bhzow4Isu8k.jpg";"Свитшот 3D Mr. Gugu с ночным пейзажем<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10023";"Свитшот 3D Mr. Gugu с ночным пейзажем";545;"SW10023";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с ночным пейзажем</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420506";"http://cs408520.vk.me/v408520826/3921/hK98T1zOQng.jpg";"Свитшот 3D Mr. Gugu с пандой<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10024";"Свитшот 3D Mr. Gugu с пандой";545;"SW10024";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с пандой</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420507";"http://cs408520.vk.me/v408520826/3929/ICCrKzeeIhQ.jpg";"Свитшот 3D Mr. Gugu Eat Me<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10025";"Свитшот 3D Mr. Gugu Eat Me";545;"SW10025";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu Eat Me</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420508";"http://cs408520.vk.me/v408520826/3931/FUHSV8oXzqY.jpg";"Свитшот 3D Mr. Gugu Eat Me<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10025";"Свитшот 3D Mr. Gugu Eat Me";545;"SW10025";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu Eat Me</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420510";"http://cs408520.vk.me/v408520826/3939/jTRwtTOkyAg.jpg";"Свитшот 3D Mr. Gugu с эменденсом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10026";"Свитшот 3D Mr. Gugu с эменденсом";545;"SW10026";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с эменденсом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420512";"http://cs408520.vk.me/v408520826/3941/Oc7tRiKHIC0.jpg";"Свитшот 3D Mr. Gugu с тюльпанами<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10027";"Свитшот 3D Mr. Gugu с тюльпанами";545;"SW10027";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с тюльпанами</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420513";"http://cs408520.vk.me/v408520826/3949/58SVoRXrRXU.jpg";"Свитшот 3D Mr. Gugu с вулканом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10028";"Свитшот 3D Mr. Gugu с вулканом";545;"SW10028";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с вулканом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420514";"http://cs408520.vk.me/v408520826/3951/EZSWN-p2-ms.jpg";"Свитшот Mr. Gugu 3D с тюльпанами<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10029";"Свитшот Mr. Gugu 3D с тюльпанами";545;"SW10029";" S, M, L, XL";;"<h1>Свитшот Mr. Gugu 3D с тюльпанами</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420515";"http://cs408520.vk.me/v408520826/3959/f_HpSh5nyfQ.jpg";"Свитшот 3D Mr. Gugu с Тадж-Махал<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10030";"Свитшот 3D Mr. Gugu с Тадж-Махал";545;"SW10030";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с Тадж-Махал</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420516";"http://cs408520.vk.me/v408520826/3961/SEVZvqo3Kkc.jpg";"Свитшот 3D Mr. Gugu с картой<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10031";"Свитшот 3D Mr. Gugu с картой";545;"SW10031";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с картой</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420517";"http://cs408520.vk.me/v408520826/3969/EUIXAPasAcs.jpg";"Свитшот 3D Mr. Gugu с фараоном<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10032";"Свитшот 3D Mr. Gugu с фараоном";545;"SW10032";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с фараоном</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420518";"http://cs408520.vk.me/v408520826/3971/J-UcxlFOCfg.jpg";"Свитшот 3D Mr. Gugu с Ядерным взрывом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10033";"Свитшот 3D Mr. Gugu с Ядерным взрывом";545;"SW10033";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с Ядерным взрывом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420519";"http://cs408520.vk.me/v408520826/3979/l4G0HUc0oXw.jpg";"Свитшот 3D Mr. Gugu с котиком<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10034";"Свитшот 3D Mr. Gugu с котиком";545;"SW10034";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с котиком</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420520";"http://cs408520.vk.me/v408520826/3981/raYMHRNRgQc.jpg";"Свитшот 3D Mr. Gugu космос<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10035<br/>Коричневый";"Свитшот 3D Mr. Gugu космос";545;"SW10035";" S, M, L, XL";"Коричневый";"<h1>Свитшот 3D Mr. Gugu космос</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_310420522";"http://cs408520.vk.me/v408520826/3989/BplHPcrv_5I.jpg";"Свитшот 3D Mr. Gugu космос<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10035<br/>Синий";"Свитшот 3D Mr. Gugu космос";545;"SW10035";" S, M, L, XL";"Синий";"<h1>Свитшот 3D Mr. Gugu космос</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_310420524";"http://cs408520.vk.me/v408520826/3991/gTToFm-XySo.jpg";"Свитшот 3D Mr. Gugu с арбузом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10036";"Свитшот 3D Mr. Gugu с арбузом";545;"SW10036";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с арбузом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420525";"http://cs408520.vk.me/v408520826/3999/758F3pKSvPI.jpg";"Свитшот 3D Mr. Gugu с тигром<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10037";"Свитшот 3D Mr. Gugu с тигром";545;"SW10037";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с тигром</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314803";"http://cs416321.vk.me/v416321826/7d34/3XpkPlvcHNk.jpg";"Свитшот 3D Mr. Gugu с тигром<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10037";"Свитшот 3D Mr. Gugu с тигром";545;"SW10037";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с тигром</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420526";"http://cs408520.vk.me/v408520826/39a1/nTMnvqiCTag.jpg";"Свитшот 3D Mr. Gugu с губами<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10038";"Свитшот 3D Mr. Gugu с губами";545;"SW10038";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с губами</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420527";"http://cs408520.vk.me/v408520826/39a9/VoTRu9Bas9g.jpg";"Свитшот 3D Mr. Gugu с жирным котом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10039";"Свитшот 3D Mr. Gugu с жирным котом";545;"SW10039";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с жирным котом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_310420528";"http://cs408520.vk.me/v408520826/39b1/1-tEKiWcKUs.jpg";"Свитшот 3D Mr. Gugu с бандитами<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10040";"Свитшот 3D Mr. Gugu с бандитами";545;"SW10040";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с бандитами</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315198857";"http://cs314827.vk.me/v314827826/379d/_SXaCfkpmfM.jpg";"Свитшот 3D Mr. Gugu с леопардом<br/>Цена: 645 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10041<br/>Коричневый";"Свитшот 3D Mr. Gugu с леопардом";645;"SW10041";" S, M, L, XL";"Коричневый";"<h1>Свитшот 3D Mr. Gugu с леопардом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_338477703";"http://cs540103.vk.me/c7006/v7006826/16808/9JIuUbDC-2w.jpg";"Свитшот 3D Mr. Gugu с леопардом<br/>Цена: 645 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10041<br/>Бежевый";"Свитшот 3D Mr. Gugu с леопардом";645;"SW10041";" S, M, L, XL";"Бежевый";"<h1>Свитшот 3D Mr. Gugu с леопардом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_338477710";"http://cs540103.vk.me/c7006/v7006826/1680f/95WVLIk5arg.jpg";"Свитшот 3D Mr. Gugu с леопардом<br/>Цена: 645 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10041<br/>Бежевый";"Свитшот 3D Mr. Gugu с леопардом";645;"SW10041";" S, M, L, XL";"Бежевый";"<h1>Свитшот 3D Mr. Gugu с леопардом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_315198861";"http://cs314827.vk.me/v314827826/37a4/fLStRDPu8Kg.jpg";"Свитшот 3D Mr. Gugu с тигром<br/>Цена: 645 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10042";"Свитшот 3D Mr. Gugu с тигром";645;"SW10042";" S, M, L, XL";;"<h1>Свитшот 3D Mr. Gugu с тигром</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314643";"http://cs416321.vk.me/v416321826/7c36/GOl8YtBBquQ.jpg";"Свитшот 3D 1991 космос<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10043<br/>Красный";"Свитшот 3D 1991 космос";545;"SW10043";" S, M, L, XL";"Красный";"<h1>Свитшот 3D 1991 космос</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_315314662";"http://cs416321.vk.me/v416321826/7cae/sgtPGd2qfmw.jpg";"Свитшот 3D 1991 космос<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10043<br/>Черный";"Свитшот 3D 1991 космос";545;"SW10043";" S, M, L, XL";"Черный";"<h1>Свитшот 3D 1991 космос</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_315314661";"http://cs416321.vk.me/v416321826/7ca6/CL-5syqQS94.jpg";"Свитшот 3D 1991 космос<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10043<br/>Фиолетовый";"Свитшот 3D 1991 космос";545;"SW10043";" S, M, L, XL";"Фиолетовый";"<h1>Свитшот 3D 1991 космос</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";""
"photo-13279251_315314646";"http://cs416321.vk.me/v416321826/7c46/l8drmge-Vfg.jpg";"Свитшот 3D 1991 с котом<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10044";"Свитшот 3D 1991 с котом";545;"SW10044";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с котом</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314647";"http://cs416321.vk.me/v416321826/7c4e/wqpZECaVVOY.jpg";"Свитшот 3D 1991 с котиком<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10045";"Свитшот 3D 1991 с котиком";545;"SW10045";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с котиком</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314650";"http://cs416321.vk.me/v416321826/7c56/WGcHfvDNokU.jpg";"Свитшот 3D 1991 с пончиками<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10046";"Свитшот 3D 1991 с пончиками";545;"SW10046";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с пончиками</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314652";"http://cs416321.vk.me/v416321826/7c66/UJM2KtmI0GM.jpg";"Свитшот 3D 1991 со статуей свободы<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10047";"Свитшот 3D 1991 со статуей свободы";545;"SW10047";" S, M, L, XL";;"<h1>Свитшот 3D 1991 со статуей свободы</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314663";"http://cs416321.vk.me/v416321826/7cb6/SS-L3MlaJBU.jpg";"Свитшот 3D 1991 с глазками<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10049";"Свитшот 3D 1991 с глазками";545;"SW10049";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с глазками</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314683";"http://cs416321.vk.me/v416321826/7cfe/QES4ZIQUeMk.jpg";"Свитшот 3D 1991 с дельфином<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10050";"Свитшот 3D 1991 с дельфином";545;"SW10050";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с дельфином</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
"photo-13279251_315314644";"http://cs416321.vk.me/v416321826/7c3e/y1xfx-HAFJs.jpg";"Свитшот 3D 1991 с белым тигром<br/>Цена: 545 грн.<br/>Размеры: S, M, L, XL<br/>Материал: хлопок<br/>Унисекс<br/>SW10051";"Свитшот 3D 1991 с белым тигром";545;"SW10051";" S, M, L, XL";;"<h1>Свитшот 3D 1991 с белым тигром</h1><br/><b>Материал:</b> хлопок<br/>Унисекс<br/>";"Missing colour;"
