"photo-13279251_327000931";"http://cs540103.vk.me/c540101/v540101826/15318/Aq3nPVZE58M.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Голубой";"Nike Roshe Run";815;"NK30001";" 36-40";"Черный+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823544";"http://cs424930.vk.me/v424930826/1e61/yqU5MVBqzjc.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823542";"http://cs424930.vk.me/v424930826/1e51/5XkKK3GnZZU.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Желтый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Желтый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823543";"http://cs424930.vk.me/v424930826/1e59/q6JU3_EsoZM.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Желтый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Желтый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979553";"http://cs616519.vk.me/v616519826/1ef5/8r-3UHQoHO8.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Оранжевый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Оранжевый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000875";"http://cs540103.vk.me/c540101/v540101826/152c0/nc-gfbLC7aw.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000889";"http://cs540103.vk.me/c540101/v540101826/152d8/3ux9u_wdxxU.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000877";"http://cs540103.vk.me/c540101/v540101826/152c8/xPK80v3BHjs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000870";"http://cs540103.vk.me/c540101/v540101826/152b8/TWJGBTV4TVs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000885";"http://cs540103.vk.me/c540101/v540101826/152d0/PKNxkgTWozQ.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Черный+Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000898";"http://cs540103.vk.me/c540101/v540101826/152f0/YLcm0i0Z1bM.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Розовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Черный+Розовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000896";"http://cs540103.vk.me/c540101/v540101826/152e8/RQIRS4VH1KA.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Розовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Черный+Розовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_327000893";"http://cs540103.vk.me/c540101/v540101826/152e0/0W0fQZdu1p4.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Розовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Черный+Розовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_363960598";"http://cs540103.vk.me/c540101/v540101826/4dec1/B6faDdUxSE0.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий";"Nike Roshe Run";815;"NK30001";" 36-45";"Темно синий";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999526";"http://cs540103.vk.me/c540101/v540101826/15240/okhtb_YBKbA.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Голубой";"Nike Roshe Run";815;"NK30001";" 36-45";"Черный+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999518";"http://cs540103.vk.me/c540101/v540101826/15230/qPPzFbDjDr4.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Голубой";"Nike Roshe Run";815;"NK30001";" 36-45";"Черный+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999529";"http://cs540103.vk.me/c540101/v540101826/15248/3wtSvjAeOxA.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Черный+Голубой";"Nike Roshe Run";815;"NK30001";" 36-45";"Черный+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999546";"http://cs540103.vk.me/c540101/v540101826/15258/En4ePqW-j7g.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Голубой";"Nike Roshe Run";815;"NK30001";" 36-44";"Темно синий+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999534";"http://cs540103.vk.me/c540101/v540101826/15250/TbpFy1fjzuU.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Голубой";"Nike Roshe Run";815;"NK30001";" 36-44";"Темно синий+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999554";"http://cs540103.vk.me/c540101/v540101826/15260/eyLCwSvI5VQ.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Голубой";"Nike Roshe Run";815;"NK30001";" 36-44";"Темно синий+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999560";"http://cs540103.vk.me/c540101/v540101826/15268/UzU4oIrVmEs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Голубой";"Nike Roshe Run";815;"NK30001";" 36-44";"Темно синий+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_326999563";"http://cs540103.vk.me/c540101/v540101826/15270/uxsWjQzENW8.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Голубой";"Nike Roshe Run";815;"NK30001";" 36-44";"Темно синий+Голубой";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823522";"http://cs424930.vk.me/v424930826/1e11/LEiaNS22iOs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Темно синий+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-45";"Темно синий+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979562";"http://cs616519.vk.me/v616519826/1f15/JXgugBZaAGk.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Синий+Оранжевый";"Nike Roshe Run";815;"NK30001";" 36-45";"Синий+Оранжевый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979557";"http://cs616519.vk.me/v616519826/1f05/4bv7r9VvPw8.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Синий+Оранжевый";"Nike Roshe Run";815;"NK30001";" 36-45";"Синий+Оранжевый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823526";"http://cs424930.vk.me/v424930826/1e21/1msyTTLK2QI.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Синий+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Синий+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979548";"http://cs616519.vk.me/v616519826/1ee5/R5lJfIpsP04.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Синий+Желтый";"Nike Roshe Run";815;"NK30001";" 36-44";"Синий+Желтый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823531";"http://cs424930.vk.me/v424930826/1e31/-oxVmGUp1NI.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Синий";"Nike Roshe Run";815;"NK30001";" 36-45";"Синий";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979546";"http://cs616519.vk.me/v616519826/1ed5/L1QgM2TrFc4.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Коричневый";"Nike Roshe Run";815;"NK30001";" 36-44";"Коричневый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979568";"http://cs616519.vk.me/v616519826/1f2d/opbfQZdytQ4.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979538";"http://cs616519.vk.me/v616519826/1eb5/d30t04AW4vU.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Черный";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Черный";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823520";"http://cs424930.vk.me/v424930826/1e09/Hm_k6UFFucE.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Синий";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Синий";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979555";"http://cs616519.vk.me/v616519826/1efd/TiSWqmixxKM.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Желтый";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Желтый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823534";"http://cs424930.vk.me/v424930826/1e39/TDyx-V9CKZY.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823529";"http://cs424930.vk.me/v424930826/1e29/XF8DNbmKVnU.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823540";"http://cs424930.vk.me/v424930826/1e49/v-odUL9mBMs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Серый+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979564";"http://cs616519.vk.me/v616519826/1f1d/XX9nX03Yt20.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Светло серый";"Nike Roshe Run";815;"NK30001";" 36-40";"Светло серый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979543";"http://cs616519.vk.me/v616519826/1ec5/hrbaz57f9QQ.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Серый+Розовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Серый+Розовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_305823538";"http://cs424930.vk.me/v424930826/1e41/Up544GqkEkk.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-45<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Красный";"Nike Roshe Run";815;"NK30001";" 36-45";"Красный";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979541";"http://cs616519.vk.me/v616519826/1ebd/Ap9VlArZXP4.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-44<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Красный+Салатовый";"Nike Roshe Run";815;"NK30001";" 36-44";"Красный+Салатовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979535";"http://cs616519.vk.me/v616519826/1ea5/OwCXTzkB-Qs.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Розовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Розовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_314979545";"http://cs616519.vk.me/v616519826/1ecd/nmSQdxYhF_M.jpg";"Nike Roshe Run<br/>Цена: 815 грн.<br/>Размеры: 36-40<br/>Материал: текстиль<br/>Подошва: пена<br/>Сезон: весна, лето, осень<br/>NK30001<br/>Бирюзовый";"Nike Roshe Run";815;"NK30001";" 36-40";"Бирюзовый";"<h1>Nike Roshe Run</h1><br/><b>Материал:</b> текстиль<br/><b>Подошва:</b> пена<br/><b>Сезон:</b> весна, лето, осень<br/>";""
